;Type;0;0;0;0;1;1;1;1;2;2;2;2;3;3;3;3;4;4;4;4;5;5;5;5;6;6;6;6;7;7;7;7;8;8;8;8;9;9;9;9;10;10;10;10;11;11;11;11;12;12;12;12;13;13;13;13;14;14;14;14;15;15;15;15;16;16;16;16;17;17;17;17;18;18;18;18;19;19;19;19;20;20;20;20;21;21;21;21;22;22;22;22;23;23;23;23
22;Q;0,2300008;0,197994;0,1923116;0,1915385;0,2576397;0,212026;0,1802124;0,1823771;0,1827637;0,1603434;0,1512207;0,1215719;0,1411702;0,1240845;0,1019348;0,1006205;0,1214945;0,1365702;0,1334391;0,141866;0,1180156;0,1224609;0,1296122;0,1504862;0,131661;0,096755;0,0897583;0,0856223;0,1148844;0,1174744;0,0626221;0,1413635;0,150177;0,1082357;0,1123718;0,1315452;0,1490173;0,0893331;0,0845011;0,1160055;0,1209149;0,1237752;0,111908;0,0977987;0,0257833;0,019637;0,0443766;0,0746441;0,0804423;0,1576377;0,1530764;0,1906881;0,1804443;0,1605367;0,1533468;0,1648275;0,1384644;0,1347921;0,1195618;0,1630495;0,1181702;0,1075012;0,1272156;0,1454997;0,1301147;0,1389282;0,158256;0,1526123;0,1358744;0,1339417;0,1589132;0,1712056;0,1506409;0,1253215;0,134908;0,1497904;0,1776998;0,1390055;0,1144592;0,1364929;0,1465434;0,1207214;0,1883302;0,1644796;0,1879049;0,2064209;0,1971049;0,1795939;0,1444173;0,1794393;0,1701619;0,175767;0,1788595;0,1582174;0,1636678;0,1822225
17;Q;-0,2746357;-0,2819693;-0,2751357;-0,2795802;-0,2885804;-0,2815802;-0,2918029;-0,3053034;-0,2953587;-0,3047477;-0,30847;-0,299581;-0,3040811;-0,3110256;-0,3108034;-0,3036922;-0,3106923;-0,3108035;-0,3185254;-0,3165256;-0,2798582;-0,2760247;-0,2648577;-0,2574688;-0,2453021;-0,2498021;-0,2387465;-0,1938012;-0,1601897;-0,1547452;-0,162301;-0,1605232;-0,1724121;-0,1765787;-0,1809122;-0,1667454;-0,1484675;-0,1546342;-0,1569677;-0,1605233;-0,1781899;-0,190579;-0,2058572;-0,2014126;-0,2121907;-0,2160241;-0,2108575;-0,2133576;-0,2031904;-0,2270798;-0,229413;-0,2424687;-0,240302;-0,2583022;-0,2535244;-0,2644135;-0,294414;-0,316081;-0,2970253;-0,2906363;-0,277247;-0,2642467;-0,2548577;-0,2390798;-0,2034126;-0,1955236;-0,1882458;-0,1229669;-0,0829663;-0,0334654;-0,0381877;-0,0457436;-0,0630219;-0,0776885;-0,0776886;-0,1030777;-0,1186337;-0,1229118;-0,1219116;-0,132745;-0,1507452;-0,1645231;-0,1892455;-0,1984123;-0,2018571;-0,2050796;-0,1953012;-0,1956901;-0,2203576;-0,2211354;-0,2290799;-0,2366909;-0,2333576;-0,2325798;-0,2226354;-0,226913
38;Q;-0,7498078;-0,7629433;-0,7346056;-0,7307778;-0,7209178;-0,7127478;-0,7168589;-0,7151622;-0,7236444;-0,7344889;-0,7568011;-0,7304133;-0,7451978;-0,7520145;-0,7287145;-0,7208644;-0,7277378;-0,7775878;-0,7626;-0,7121255;-0,7224689;-0,7418022;-0,7150567;-0,7306778;-0,6694788;-0,7088689;-0,6972389;-0,6513867;-0,6311833;-0,6690655;-0,7132111;-0,6906856;-0,7332067;-0,6945444;-0,65859;-0,64547;-0,58386;-0,5899378;-0,6380889;-0,58794;-0,58198;-0,5746555;-0,59353;-0,5808222;-0,6135544;-0,6499311;-0,6437589;-0,6024411;-0,5817544;-0,6381478;-0,64649;-0,6662178;-0,6377867;-0,6373278;-0,6595644;-0,6939067;-0,6806278;-0,6873289;-0,7126945;-0,7045456;-0,7262278;-0,7090366;-0,7149122;-0,6849111;-0,6930245;-0,72609;-0,7433678;-0,6109855;-0,5699633;-0,5183367;-0,50317;-0,5196545;-0,5270267;-0,5039211;-0,5392144;-0,54555;-0,5625233;-0,6472111;-0,6472833;-0,6009144;-0,6211556;-0,6229455;-0,6107934;-0,6318378;-0,60908;-0,6511089;-0,6580489;-0,6811167;-0,6699622;-0,64618;-0,6363111;-0,6855678;-0,7007967;-0,69257;-0,6880856;-0,7094256
36;Q;-0,6803228;-0,7098233;-0,7171013;-0,6878228;-0,7274348;-0,7123789;-0,7251015;-0,7052677;-0,700212;-0,7089344;-0,7206569;-0,6998786;-0,7166568;-0,7217125;-0,7353795;-0,7242681;-0,731546;-0,7461019;-0,7210458;-0,6881006;-0,6525447;-0,6468219;-0,6571555;-0,6191556;-0,6239893;-0,614267;-0,6114338;-0,560488;-0,5661544;-0,597822;-0,6028777;-0,5894327;-0,5850993;-0,5955439;-0,5844327;-0,5927661;-0,6461558;-0,6507115;-0,6444891;-0,6690449;-0,6798782;-0,6787671;-0,6675449;-0,6615449;-0,692434;-0,71149;-0,7274348;-0,7143235;-0,7128789;-0,7364906;-0,7629356;-0,7647135;-0,7758804;-0,7522687;-0,780436;-0,7586578;-0,7782693;-0,7717692;-0,7473242;-0,7783805;-0,7604356;-0,7630467;-0,7467686;-0,7121012;-0,6883228;-0,6672112;-0,6289884;-0,5314874;-0,4256524;-0,403263;-0,4287078;-0,4589307;-0,4812089;-0,462264;-0,4885979;-0,4932092;-0,5288208;-0,5545433;-0,5620435;-0,587822;-0,5897102;-0,6299335;-0,6083773;-0,625322;-0,6257666;-0,6505446;-0,620044;-0,6227663;-0,6388777;-0,6541555;-0,6669335;-0,6574334;-0,650822;-0,6396;-0,6554332;-0,6478776
26;Q;-0,6768959;-0,7107192;-0,7278675;-0,7298781;-0,7599761;-0,7578476;-0,7564871;-0,7769467;-0,7906651;-0,8181021;-0,8011907;-0,8191663;-0,8177474;-0,8269129;-0,8472545;-0,8334768;-0,8147907;-0,8192848;-0,8289829;-0,8343044;-0,7066385;-0,7274531;-0,7248511;-0,7266847;-0,6978282;-0,6824547;-0,6676717;-0,6683813;-0,6363319;-0,7006077;-0,7757053;-0,7516388;-0,7304689;-0,7040967;-0,6636506;-0,6101953;-0,5904452;-0,5837632;-0,5194876;-0,4633116;-0,4530229;-0,4412559;-0,4034704;-0,4076682;-0,3991537;-0,3807044;-0,3665718;-0,3845477;-0,3853168;-0,4194953;-0,4475236;-0,4661506;-0,4969577;-0,5161167;-0,5420161;-0,5799202;-0,6059965;-0,6032177;-0,62279;-0,6023303;-0,612738;-0,6217845;-0,6421257;-0,6152804;-0,6372772;-0,6121465;-0,6214303;-0,5212017;-0,4657362;-0,4482329;-0,4583453;-0,4452772;-0,4529054;-0,4416107;-0,4357565;-0,4311441;-0,4497702;-0,4427935;-0,4626616;-0,4714131;-0,4682785;-0,4684561;-0,4929361;-0,5099666;-0,5186001;-0,5026931;-0,5248683;-0,554612;-0,5573326;-0,578324;-0,5992556;-0,6084213;-0,5991378;-0,6213127;-0,6344399;-0,6443738
24;Q;0,4857444;0,4348544;0,2905844;0,2974584;0,3682933;0,4053555;0,4252212;0,163875;0,2102373;0,2333411;0,3077444;0,2407103;0,2209513;0,2893296;0,3128811;0,2904603;0,2257583;0,2731548;0,2122719;0,2721456;0,2351549;0,2645223;0,2229645;0,2865897;0,2874091;0,3197322;0,2609394;0,28717;0,3216938;0,3565378;0,3618811;0,3560578;0,3425749;0,3710711;0,3618178;0,3439433;0,2797339;0,298797;0,3815511;0,5197055;0,4279256;0,3391433;0,3540022;0,3560267;0,3869111;0,3447317;0,2866961;0,2612807;0,3651773;0,4418755;0,4149345;0,345853;0,351059;0,3980022;0,5174989;0,4042311;0,2976644;0,2827296;0,2670175;0,2896266;0,3291097;0,2979539;0,3388667;0,3959756;0,3715045;0,4285056;0,4900178;0,4106345;0,5080245;0,6294267;0,5509967;0,4680078;0,4631833;0,5227944;0,4708078;0,5137478;0,4999655;0,4950778;0,5107267;0,5244622;0,4610911;0,4922967;0,4217078;0,49576;0,37542;0,4685245;0,4501833;0,4689456;0,3625278;0,37503;0,314518;0,3908422;0,4361345;0,4097733;0,2697321;0,3361933
28;Q;-0,455866;-0,4818646;-0,5177299;-0,511061;-0,519577;-0,519577;-0,4436547;-0,5065553;-0,4790249;-0,4790249;-0,4406359;-0,476862;-0,4505928;-0,4915959;-0,5150712;-0,5276871;-0,5276871;-0,5276871;-0,4546028;-0,4687968;-0,4303627;-0,5205694;-0,4828108;-0,5175948;-0,5276871;-0,4679406;-0,4976786;-0,448205;-0,4181958;-0,4717248;-0,4935334;-0,5095749;-0,515522;-0,515522;-0,4889384;-0,455505;-0,4384727;-0,4384727;-0,4384727;-0,4272533;-0,4113473;-0,3533116;-0,3481761;-0,3614235;-0,3614235;-0,3614235;-0,2996485;-0,3274041;-0,3046494;-0,2896007;-0,3110037;-0,3994075;-0,3614231;-0,4019757;-0,3859808;-0,3817005;-0,3993633;-0,4327511;-0,413105;-0,4384727;-0,4384727;-0,4384727;-0,4188722;-0,4100857;-0,4100857;-0,4100857;-0,4297312;-0,4536124;-0,4336962;-0,3756611;-0,4102662;-0,4384727;-0,4173858;-0,3704798;-0,3695336;-0,3634955;-0,3533116;-0,3709746;-0,4668598;-0,3628658;-0,3898106;-0,3666946;-0,3645323;-0,4037783;-0,3898106;-0,4030577;-0,4258571;-0,4341472;-0,4181958;-0,4461769;-0,4829903;-0,5066007;-0,519577;-0,519577;-0,475781;-0,5270582
6;Q;-1,6554464;-1,6398926;-1,6110229;-1,6315002;-1,6315002;-1,6315002;-1,6455994;-1,6730143;-1,6620483;-1,6315002;-1,666748;-1,7019958;-1,7019958;-1,6706644;-1,6863302;-1,7019958;-1,7019958;-1,7019958;-1,6354166;-1,6518656;-1,6315002;-1,6315002;-1,6315002;-1,6315002;-1,6315002;-1,6315002;-1,6315002;-1,5980428;-1,5996094;-1,604421;-1,6459351;-1,6263529;-1,6012878;-1,5890909;-1,5509338;-1,5509338;-1,5509338;-1,5227356;-1,5005798;-1,5005798;-1,4520162;-1,476298;-1,440267;-1,4300842;-1,4300842;-1,4300842;-1,4300842;-1,4543661;-1,5005798;-1,5005798;-1,5223999;-1,5458984;-1,5569764;-1,5798036;-1,5710756;-1,5710756;-1,5756633;-1,6214294;-1,5545145;-1,6012878;-1,6012878;-1,6012878;-1,6012878;-1,6012878;-1,6012878;-1,5814819;-1,5811462;-1,5638021;-1,5509338;-1,5509338;-1,5509338;-1,5509338;-1,5509338;-1,5509338;-1,5509338;-1,5916647;-1,5700684;-1,5782369;-1,5811462;-1,5811462;-1,5811462;-1,5811462;-1,5866293;-1,6477255;-1,5811462;-1,5811462;-1,6257935;-1,6516418;-1,6516418;-1,6148275;-1,6310527;-1,6308289;-1,6214294;-1,6469421;-1,6091207;-1,6349691
30;Q;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131;-0,0553131
