6;P; 0.5719258; 0.6202834; 0.4949120; 0.5615048; 0.4949143; 0.5460055; 0.5148112; 0.5218952; 0.5474827; 0.5457118; 0.4809344; 0.4805579; 0.4805579; 0.4807131; 0.4805579; 0.4805579; 0.4574286; 0.4448656; 0.4435301; 0.4441949; 0.4449599; 0.4429909; 0.4437064; 0.4673613; 0.4586343; 0.4764298; 0.4432003; 0.4809768; 0.5108318; 0.6518391; 0.5296090; 0.6037867; 0.6808435; 0.6896595; 0.6878159; 0.7078996; 0.7312820; 0.7473686; 0.7700368; 0.7620698; 0.7899637; 0.7473686; 0.7473686; 0.7791680; 0.7882838; 0.8404553; 0.7872136; 0.7872136; 0.7872136; 0.7872136; 0.7872136; 0.7846375; 0.7695583; 0.6728005; 0.6644343; 0.6885950; 0.6914903; 0.6892006; 0.6596593; 0.6570768; 0.6784860; 0.6845578; 0.6845578; 0.5574646; 0.6293907; 0.6494172; 0.6494172; 0.6498659; 0.5612364; 0.6008713; 0.6687451; 0.7893541; 0.7893541; 0.8027191; 0.7825605; 0.8872259; 0.9401767; 0.8451500; 0.8933319; 0.8601149; 0.8010431; 0.8351030; 0.8273565; 0.7921925; 0.6795816; 0.7039229; 0.7368055; 0.7244486; 0.7514102; 0.7590132; 0.7348772; 0.7355126; 0.7258873; 0.7174143; 0.6801430; 0.6445557; 0.6173954; 0.5872294; 0.5414032; 0.5180005
6;Q; 0.1715777; 0.1860850; 0.1484736; 0.1684514; 0.1484743; 0.1638016; 0.1544433; 0.1565686; 0.1642448; 0.1637135; 0.1442803; 0.1441674; 0.1441674; 0.1442139; 0.1441674; 0.1441674; 0.1372286; 0.1334597; 0.1330590; 0.1332585; 0.1334880; 0.1328973; 0.1331119; 0.1402084; 0.1375903; 0.1429290; 0.1329601; 0.1442930; 0.1532495; 0.1955517; 0.1588827; 0.1811360; 0.2042530; 0.2068978; 0.2063448; 0.2123699; 0.2193846; 0.2242106; 0.2310110; 0.2286209; 0.2369891; 0.2242106; 0.2242106; 0.2337504; 0.2364851; 0.2521366; 0.2361641; 0.2361641; 0.2361641; 0.2361641; 0.2361641; 0.2353912; 0.2308675; 0.2018401; 0.1993303; 0.2065785; 0.2074471; 0.2067602; 0.1978978; 0.1971231; 0.2035458; 0.2053673; 0.2053673; 0.1672394; 0.1888172; 0.1948252; 0.1948252; 0.1949598; 0.1683709; 0.1802614; 0.2006235; 0.2368062; 0.2368062; 0.2408157; 0.2347682; 0.2661678; 0.2820530; 0.2535450; 0.2679996; 0.2580345; 0.2403129; 0.2505309; 0.2482070; 0.2376577; 0.2038745; 0.2111769; 0.2210416; 0.2173346; 0.2254231; 0.2277040; 0.2204632; 0.2206538; 0.2177662; 0.2152243; 0.2040429; 0.1933667; 0.1852186; 0.1761688; 0.1624210; 0.1554001
5;P;-2.1340699;-2.1340699;-2.1340699;-2.1340699;-2.1340699;-2.1340699;-2.3253986;-2.2051615;-2.1965243;-2.1965243;-2.1965243;-2.1965243;-2.1965243;-2.1965243;-2.1965243;-2.1965243;-2.2173302;-2.4028220;-2.4028220;-2.4028220;-2.4028220;-2.3342092;-2.2023394;-2.2023394;-2.2023394;-2.2023394;-2.2023394;-2.0577688;-2.0019181;-1.9131188;-1.7965800;-1.6304613;-1.5865259;-1.5865259;-1.5174876;-1.3864518;-1.3864518;-1.3864518;-1.3864518;-1.3864518;-1.2945230;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1861044;-1.1988306;-1.2378501;-1.4168258;-1.4357711;-1.4451181;-1.5943425;-1.6543160;-1.6543160;-1.6543160;-1.6543160;-1.6543160;-1.6543160;-1.7965538;-1.8545150;-1.8545150;-1.8545150;-1.8545150;-1.8545150;-1.8545150;-1.7488377;-1.6403775;-1.6243929;-1.3576409;-1.1827505;-1.1018697;-0.9820741;-0.9820741;-1.1041868;-1.1857262;-1.1857262;-1.1857262;-1.1857262;-1.3515678;-1.3889905;-1.3889905;-1.3889905;-1.4418050;-1.5999010;-1.5999010;-1.5999010;-1.5999010;-1.7030869;-1.8024771;-1.8024771;-1.9924596;-2.0027853;-2.0027853;-2.0029152;-2.2038345;-2.2038345
5;Q;-0.6402210;-0.6402210;-0.6402210;-0.6402210;-0.6402210;-0.6402210;-0.6976196;-0.6615485;-0.6589573;-0.6589573;-0.6589573;-0.6589573;-0.6589573;-0.6589573;-0.6589573;-0.6589573;-0.6651991;-0.7208466;-0.7208466;-0.7208466;-0.7208466;-0.7002627;-0.6607018;-0.6607018;-0.6607018;-0.6607018;-0.6607018;-0.6173306;-0.6005754;-0.5739356;-0.5389740;-0.4891384;-0.4759578;-0.4759578;-0.4552463;-0.4159355;-0.4159355;-0.4159355;-0.4159355;-0.4159355;-0.3883569;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3558313;-0.3596492;-0.3713550;-0.4250478;-0.4307313;-0.4335354;-0.4783028;-0.4962948;-0.4962948;-0.4962948;-0.4962948;-0.4962948;-0.4962948;-0.5389661;-0.5563545;-0.5563545;-0.5563545;-0.5563545;-0.5563545;-0.5563545;-0.5246513;-0.4921132;-0.4873179;-0.4072923;-0.3548252;-0.3305609;-0.2946222;-0.2946222;-0.3312561;-0.3557179;-0.3557179;-0.3557179;-0.3557179;-0.4054703;-0.4166971;-0.4166971;-0.4166971;-0.4325415;-0.4799703;-0.4799703;-0.4799703;-0.4799703;-0.5109261;-0.5407431;-0.5407431;-0.5977379;-0.6008356;-0.6008356;-0.6008746;-0.6611503;-0.6611503
8;P;-0.1270202; 0.1540340; 0.2588533; 0.2966414; 0.2674001; 0.3363895; 0.2916490; 0.3728848; 0.3636295; 0.3820153; 0.3505982; 0.4248137; 0.3509814; 0.4069566; 0.4641758; 0.4641758; 0.3702977; 0.3423362; 0.3270330; 0.1823408; 0.2851231; 0.5116483; 0.5116483; 0.5116483; 0.5116483; 0.5116483; 0.5116483; 0.5116483; 0.5116483; 0.3789701; 0.3270330; 0.3270330; 0.2384785;-0.5162951; 0.2670529; 0.2901099; 0.1912604; 0.1727454; 0.1101100; 0.1054945; 0.1054945; 0.1054945; 0.1054945;-0.5492998;-0.5603369; 0.0974497; 0.0533595; 0.0446854; 0.1855574; 0.2138272; 0.1969425; 0.1326380; 0.2215385; 0.2215385; 0.2215385; 0.3226356;-0.1140661; 0.1687186; 0.4219780; 0.4219780; 0.4219780; 0.4219780; 0.3483522; 0.2035409; 0.1759714;-0.4462148; 0.2303944; 0.0580220;-0.0797898;-0.0007254; 0.0580220; 0.0580220;-0.0168508;-0.1371429;-0.2043185;-0.3332081;-0.4480441;-0.3964950;-0.4651676;-0.3596205;-0.3375824;-0.4009028;-0.3639560;-0.5616740;-0.4860603;-0.2863262;-0.3429526;-0.2622777;-0.2250829;-0.1595676;-0.0464492; 0.0685714;-0.3370351; 0.2618007; 0.2785619; 0.2718009; 0.1747784; 0.1922563; 0.2151698; 0.2109890
8;Q;-0.0381061; 0.0462102; 0.0776560; 0.0889924; 0.0802200; 0.1009169; 0.0874947; 0.1118654; 0.1090888; 0.1146046; 0.1051795; 0.1274441; 0.1052944; 0.1220870; 0.1392527; 0.1392527; 0.1110893; 0.1027009; 0.0981099; 0.0547023; 0.0855369; 0.1534945; 0.1534945; 0.1534945; 0.1534945; 0.1534945; 0.1534945; 0.1534945; 0.1534945; 0.1136910; 0.0981099; 0.0981099; 0.0715436;-0.1548885; 0.0801159; 0.0870330; 0.0573781; 0.0518236; 0.0330330; 0.0316483; 0.0316483; 0.0316483; 0.0316483;-0.1647899;-0.1681011; 0.0292349; 0.0160079; 0.0134056; 0.0556672; 0.0641482; 0.0590828; 0.0397914; 0.0664615; 0.0664615; 0.0664615; 0.0967907;-0.0342198; 0.0506156; 0.1265934; 0.1265934; 0.1265934; 0.1265934; 0.1045056; 0.0610623; 0.0527914;-0.1338644; 0.0691183; 0.0174066;-0.0239369;-0.0002176; 0.0174066; 0.0174066;-0.0050552;-0.0411429;-0.0612955;-0.0999624;-0.1344132;-0.1189485;-0.1395503;-0.1078861;-0.1012747;-0.1202708;-0.1091868;-0.1685022;-0.1458181;-0.0858979;-0.1028858;-0.0786833;-0.0675249;-0.0478703;-0.0139348; 0.0205714;-0.1011105; 0.0785402; 0.0835686; 0.0815403; 0.0524335; 0.0576769; 0.0645509; 0.0632967
9;P; 2.0039062; 2.0039062; 2.0039062; 2.0039062; 2.0039062; 2.0039062; 1.6840316; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.5960937; 1.9726043; 2.0039062; 2.0039062; 2.0039062; 2.0039062; 2.0039062; 2.3133974; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.6198244; 2.8335938; 2.8335938; 2.8335938; 2.8335938; 2.8335938; 3.0010604; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.2414062; 3.0065820; 2.8335938; 2.8335938; 2.8335938; 2.8069939; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.4117188; 2.5180788; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.8195312; 2.6866030; 2.4117188; 2.4117188; 2.4117188; 2.2800824; 2.0039062; 2.0039062; 2.0039062
9;Q; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000; 0.1125000
2;P; 1.8434956; 1.8177733; 1.7128820; 1.6925027; 1.6215942; 1.5926293; 1.5843488; 1.5341873; 1.5054288; 1.4842987; 1.4721321; 1.4753762; 1.4746804; 1.4654597; 1.4834679; 1.4861509; 1.4806482; 1.4862157; 1.4812206; 1.4857260; 1.4883802; 1.5067688; 1.4955339; 1.4890580; 1.5400321; 1.5598520; 1.5827633; 1.6631877; 1.6949480; 1.7187870; 1.8278253; 1.9760866; 2.1293035; 2.2250621; 2.3134837; 2.4550548; 2.5368295; 2.5898106; 2.6829412; 2.7835653; 2.9062510; 2.9771242; 3.0360689; 3.0854836; 3.1051228; 3.0854602; 3.1110325; 3.1053820; 3.0283916; 2.9528866; 2.9751244; 2.9273901; 2.8986244; 2.8156979; 2.7295339; 2.6439812; 2.5714824; 2.4720316; 2.4151514; 2.3447032; 2.2548029; 2.2343795; 2.1791792; 2.1367691; 2.1191604; 2.1344666; 2.1334453; 2.1535842; 2.2269781; 2.2280283; 2.3418720; 2.4254646; 2.6728797; 2.8840413; 3.0002370; 2.9954007; 2.9856703; 3.0032682; 2.9779096; 3.0047488; 2.9989839; 3.0502219; 2.9862123; 2.9581935; 2.9220262; 2.8622406; 2.7749281; 2.7041204; 2.6500356; 2.6208041; 2.5781929; 2.5203056; 2.3687413; 2.2522993; 2.1711960; 2.0546305; 1.9445202; 1.8675152; 1.8007293; 1.7199441
2;Q; 0.5530487; 0.5453320; 0.5138646; 0.5077508; 0.4864783; 0.4777888; 0.4753046; 0.4602562; 0.4516286; 0.4452896; 0.4416396; 0.4426129; 0.4424041; 0.4396379; 0.4450404; 0.4458453; 0.4441944; 0.4458647; 0.4443662; 0.4457178; 0.4465141; 0.4520306; 0.4486602; 0.4467174; 0.4620096; 0.4679556; 0.4748290; 0.4989563; 0.5084844; 0.5156361; 0.5483476; 0.5928260; 0.6387910; 0.6675186; 0.6940451; 0.7365164; 0.7610488; 0.7769432; 0.8048824; 0.8350696; 0.8718753; 0.8931373; 0.9108207; 0.9256451; 0.9315368; 0.9256381; 0.9333097; 0.9316146; 0.9085175; 0.8858660; 0.8925373; 0.8782170; 0.8695873; 0.8447094; 0.8188602; 0.7931944; 0.7714447; 0.7416095; 0.7245454; 0.7034110; 0.6764409; 0.6703139; 0.6537538; 0.6410307; 0.6357481; 0.6403400; 0.6400336; 0.6460753; 0.6680934; 0.6684085; 0.7025616; 0.7276394; 0.8018639; 0.8652124; 0.9000711; 0.8986202; 0.8957011; 0.9009805; 0.8933729; 0.9014246; 0.8996952; 0.9150666; 0.8958637; 0.8874581; 0.8766078; 0.8586722; 0.8324784; 0.8112361; 0.7950107; 0.7862412; 0.7734579; 0.7560917; 0.7106224; 0.6756898; 0.6513588; 0.6163892; 0.5833561; 0.5602546; 0.5402188; 0.5159832
